IdMd5,RandomSeed,Time,SerializedModel,Cross-ValidatedScore,ScoreStdDev
6cc2e5840a349c334f0c02a3c0984f8e,3128,2016-01-25T12:31:19.541612,RandomForestClassifier-2016-01-25T12:31:19.541612-6cc2e5840a349c334f0c02a3c0984f8e.pkl,0.7106751296681237,0.015512260636621368
